Kernel Results,
ID, Time (ms)
1,39.5146
2,39.5078
3,39.6404
4,39.5506
5,39.5273
6,39.5525
7,39.5553
8,39.5359
9,39.5541
10,39.5607
Total (ms), Average (ms)
total,39.5499
