Kernel Results,
ID, Time (ms)
1,17.0633
2,16.7018
3,17.0681
4,37.9787
5,21.7972
6,27.9151
7,21.0977
8,22.5396
9,18.5893
10,19.072
Total (ms), Average (ms)
total,21.9823
