Kernel Results,  
ID, Time (ms)
1,16.9159
2,16.9964
3,16.9479
4,16.9869
5,16.9924
6,16.9828
7,16.9311
8,17.0254
9,16.9555
10,16.9696
Total (ms), Average (ms) 
169.704,16.9704
