Kernel Results,  
ID, Time (ms)
1,4.60826
2,4.6351
3,4.64925
4,4.60333
5,4.64672
6,4.6408
7,4.68982
8,4.63818
9,4.62339
10,4.63373
Total (ms), Average (ms) 
46.3686,4.63686
