Kernel Results,
ID, Time (ms)
1,1971.77
2,85.7932
3,85.7072
4,85.6639
5,85.6753
6,85.7404
7,85.7035
8,85.6422
9,85.6952
10,85.6635
Total (ms), Average (ms) 
total,274.305
