Kernel Results,  
ID, Time (ms)
1,5.2025
2,5.20736
3,5.22861
4,5.20717
5,5.22918
6,5.19776
7,5.16966
8,5.18589
9,5.17786
10,5.18346
Total (ms), Average (ms) 
51.9894,5.19894
