Kernel Results,
ID, Time (ms)
1,7.02448
2,7.27389
3,8.40093
4,7.2616
5,7.58179
6,7.14317
7,7.41904
8,7.08179
9,7.10326
10,7.27731
Total (ms), Average (ms)
total,7.35673
