Kernel Results,  
ID, Time (ms)
1,212.995
2,211.39
3,212.377
4,211.364
5,212.439
6,211.366
7,212.994
8,211.313
9,213.061
10,211.379
Total (ms), Average (ms) 
2120.68,212.068
