Kernel Results,  
ID, Time (ms)
1,0.322336
2,0.312448
3,0.31648
4,0.320544
5,0.315936
6,0.31424
7,0.31472
8,0.316
9,0.322944
10,0.299872
Total (ms), Average (ms) 
3.15552,0.315552
