Kernel Results,  
ID, Time (ms)
1,3.96547
2,3.92502
3,3.93005
4,3.99021
5,3.93872
6,3.93107
7,3.93616
8,3.92509
9,3.93229
10,3.92442
Total (ms), Average (ms) 
39.3985,3.93985
