Kernel Results,
ID, Time (ms)
1,1.59114
2,1.71232
3,1.81792
4,1.60912
5,1.71971
6,1.72099
7,1.54099
8,1.5921
9,1.516
10,1.70794
Total (ms), Average (ms)
total,1.65282
