Kernel Results,
ID, Time (ms)
1,4.12109
2,4.1487
3,4.12723
4,4.22458
5,4.25386
6,4.03475
7,4.01738
8,4.07664
9,4.08147
10,4.50723
Total (ms), Average (ms)
total,4.15929
