Kernel Results,
ID, Time (ms)
1,1.42838
2,1.52224
3,1.43341
4,1.63267
5,1.54934
6,1.50678
7,1.47904
8,1.34774
9,1.67014
10,1.40915
Total (ms), Average (ms)
total,1.49789
