Kernel Results,  
ID, Time (ms)
1,19.7836
2,19.7723
3,19.7576
4,19.7678
5,19.7787
6,19.7276
7,19.7131
8,19.7123
9,19.7423
10,19.6923
Total (ms), Average (ms) 
197.448,19.7448
